Food Item,Rec 1,Rec 1 Location,Rec 2,Rec 2 Location,Rec 3,Rec 3 Location,Rec 4,Rec 4 Location
Raspberry Yogurt ,Peach Yogurt ,Greens & Grains,Vanilla Yogurt (v),Greens & Grains,Swiss Cheese,Greens & Grains,Seedless Red Grape (vgn),Greens & Grains
Red Beans and Rice ,Spinach Quiche ,Chef's Choice,Mexican Rice ,Chef's Choice,Pinto Beans ,Chef's Choice,Fresh Green Beans ,Chef's Choice
Red Chimichurri Sauce ,Classic BBQ Sauce (v),The Grill,Tartar Sauce ,The Grill,Spicy Mustard Sauce (vgn),The Grill,Chimichurri Sauce (vgn),The Grill
Red Velvet Cupcake ,Blueberry Coffee Cake ,Bakery,Very Chocolate Cake w/Choc Icing (v),Bakery,Chocolate Mint Cupcake (v),Bakery,Blueberry Coffee Cake (v),Bakery
Refried Beans ,Roasted Breakfast Potatoes ,The Grill,Cottage Fried Potatoes (vgn),The Grill,Egg White and Vegetable Omelet ,The Grill,Potatoes O'Brien ,The Grill
Refried Black Beans ,White Beans (vgn),Chef's Choice,Roasted Potato Salad w/Goat Cheese (v),Chef's Choice,Mashed Red Potatoes w/ Garlic ,Chef's Choice,Basmati Rice with Peas (vgn),Chef's Choice
Rice Pilaf ,Creamed Spinach ,Chef's Choice,Fresh Green Beans with Garlic (v),Chef's Choice,Black Beans ,Chef's Choice,Mashed Red Potatoes w/ Garlic (v),Chef's Choice
Rice with Cilantro & Onions ,Sticky Rice ,International,Red Beans and Rice (vgn),International,Roasted Mixed Vegetables ,International,Stir Fried Chinese Greens ,International
Rigatoni Mozzarella ,Maple Syrup ,The Brick,Roasted Chicken & Zucchini Marinara,The Brick,Fettuccine Alfredo (v),The Brick,Spaghetti ,The Brick
Roasted Breakfast Potato ,Fresh Vegetable Medley w/Spinach ,The Grill,Mixed Greens Side Salad (vgn),The Grill,Roasted Breakfast Potato (vgn),The Grill,Roasted Breakfast Potatoes (vgn),The Grill
Roasted Breakfast Potatoes ,Refried Beans ,The Grill,Cottage Fried Potatoes (vgn),The Grill,Egg White and Vegetable Omelet ,The Grill,Potatoes O'Brien ,The Grill
Roasted Broccoli ,Butternut Squash Hummus (vgn),Chef's Choice,Buttered Noodles ,Chef's Choice,Turkey Benedict,Chef's Choice,Sauteed Kale Carrot & Snow Peas (vgn),Chef's Choice
Roasted Broccoli and Red Onion ,Harissa Lentils w/Pickled Onion (v),International,Chicken Pad Thai with Peanut (w/nuts),International,Chicken Tikka Masala,International,Fresh Cauliflower & Broccoli Mix (vgn),International
Roasted Cauliflower w/Garlic ,Thai Style Chicken Drumstick,International,Cajun Chicken Jambalaya,International,Hot & Sour Pork Ribbons,International,Miso Ramen (v),International
Roasted Cauliflower with Cumin ,Grilled Zucchini & Tomatoes ,Chef's Choice,Lettuce/Cheese/Tomatoes (v),Chef's Choice,Moroccan Braised Beef,Chef's Choice,Southwest Quinoa & Black Bean Bake ,Chef's Choice
Roasted Mixed Vegetables ,Stir Fried Chinese Greens ,International,Sticky Rice ,International,Rice with Cilantro & Onions ,International,Pilaf Style Rice with Corn,International
Roasted Potato Wedges ,Chipotle Roasted Potatoes (vgn),Chef's Choice,Vegetable Fajita ,Chef's Choice,Refried Black Beans (vgn),Chef's Choice,Potato Gorda with Black Beans ,Chef's Choice
Roasted Root Vegetables ,Yellow Rice ,Chef's Choice,Rice Pilaf (v),Chef's Choice,Vegetable Fajita (v),Chef's Choice,Black Beans (vgn),Chef's Choice
Roasted Tomato Salsa ,California Roll,International,Spicy Scallop Sushi Roll,International,Tempura Onion Roll ,International,Salmon Roll,International
Roasted Vegetable Marinara Sauce ,Fusilli w/Roasted Vegetable & Asiago (v),The Brick,Risotto with Fresh Vegetables (vgn),The Brick,Sweet Potato Chicken Flatbread,The Brick,Spinach & Ricotta Flatbread (v),The Brick
Roasted Vegetables ,Sweet Potato Hash (vgn),The Grill,Potatoes O'Brien (vgn),The Grill,Roasted Breakfast Potato ,The Grill,Fresh Vegetable Medley w/Spinach ,The Grill
Roasted Yam w/Rosemary & Chile ,Tangy Apple Cabbage Slaw ,Chef's Choice,Baked Rigatoni (v),Chef's Choice,Fried Eggs ,Chef's Choice,Radish and Jalapeno Slaw (vgn),Chef's Choice
Salsa ,Asparagus & Egg Roll ,International,Tempura Onion Roll (v),International,Chermoula Sauce (vgn),International,Spicy Tuna Roll,International
Sauteed Cabbage & Carrots ,Lime ,Chef's Choice,Grilled Tuscan Chicken,Chef's Choice,Chicken Adobo,Chef's Choice,Chicken & Dumplings,Chef's Choice
Sauteed Cabbage & Tomatoes ,Grilled Cheddar On Wheat ,The Grill,Caramelized Onion Compote ,The Grill,Chipotle Aioli (v),The Grill,Mexican Scrambled Eggs (v),The Grill
Sauteed Fresh Cauliflower ,Caramelized Onion ,The Grill,Brussel Hash ,The Grill,Chipotle Aioli ,The Grill,Sriracha Mayonnaise (v),The Grill
Sauteed Kale ,Cauliflower w/Sugar Snap Peas (vgn),The Grill,Chinese Stir-Fried Tomatoes & Eggs (v),The Grill,Fresh Cauliflower (vgn),The Grill,Pickled Red Onion (vgn),The Grill
Sauteed Vegetables Rice and Beans ,California Club Roll with Brown Rice,International,Spinach with Garlic & Ginger ,International,Grilled Ahi Tuna Bowl with Brown Rice,International,Sticky Rice (vgn),International
Sauteed Zucchini with Garlic ,Rotisserie Pork Loin,Chef's Choice,Turkey Melt,Chef's Choice,Couscous w/Butternut Squash ,Chef's Choice,Sauteed Kale (vgn),Chef's Choice
Scrambled Eggs w/Cheese & Mushroom ,Grilled Cheese and Tomato on Wheat (v),The Grill,Grilled Cheese Chile & Veggie on Sour(v,The Grill,Shoestring Fries (vgn),The Grill,Housemade Ketchup ,The Grill
Seasoned Sweet Potato Halves ,Spanish Rice with Cilantro (vgn),International,Vegetable Fried Rice (vgn),International,Grilled Ahi Tuna Bowl with Brown Rice,International,California Club Roll with Brown Rice,International
Seasoned Vegetable Medley ,Moo Shu Vegetables with Tofu (vgn),International,Spicy Tuna Brown Rice Sushi Plate,International,Vegetable Fried Rice (vgn),International,Seasoned Sweet Potato Halves ,International
Seedless Red Grape ,Sliced Ham,Greens & Grains,Whole Plain Greek Yogurt ,Greens & Grains,Rainbow Peanut Noodles w/Chicken(w/nuts),Greens & Grains,Sliced Pineapple ,Greens & Grains
Shoestring Fries ,Fresh Cage Free Scrambled Eggs ,The Grill,Pumpkin Seed Pesto (v),The Grill,Housemade Spicy Ketchup (vgn),The Grill,Hash Browns ,The Grill
Shortbread Espresso Cookie ,Peanut Butter Fudge Cupcake (w/nuts) (v),Bakery,Cream Cheese Brownie Pie ,Bakery,Blueberry Scone ,Bakery,Blueberry Muffin ,Bakery
Sliced Cheddar Cheese ,Dragon Noodles ,Greens & Grains,Granola Raspberry Parfait (v),Greens & Grains,Granola Cantaloupe Parfait (v),Greens & Grains,Italian Panini,Greens & Grains
Sliced Jack Cheese ,Whole Plain Greek Yogurt (v),Greens & Grains,Organic Fresh Strawberry ,Greens & Grains,Raspberry Yogurt (v),Greens & Grains,Seedless Red Grape (vgn),Greens & Grains
Sliced Pepper Jack Cheese ,Vanilla Yogurt ,Greens & Grains,Granola Honeydew Parfait ,Greens & Grains,Granola Parfait ,Greens & Grains,Vanilla Yogurt (v),Greens & Grains
Sliced Pineapple ,Rainbow Peanut Noodles w/Chicken(w/nuts),Greens & Grains,Pineapple (vgn),Greens & Grains,Italian Tomato Panini (v),Greens & Grains,Whole Plain Greek Yogurt ,Greens & Grains
Sliced Provolone Cheese ,Jack Cheese ,Greens & Grains,Grapefruit Halves ,Greens & Grains,Caldo de Marisco,Greens & Grains,Watermelon (vgn),Greens & Grains
Sliced Swiss Cheese ,Sliced Jack Cheese (v),Greens & Grains,Sliced Cheddar Cheese (v),Greens & Grains,Watermelon ,Greens & Grains,Spicy Kale Caesar ,Greens & Grains
Smoked Fish Fritters w/Beet Vinaigrette,Bang Bang Broccoli (vgn),International,Tandoori Spiced Chicken,International,Roasted Red Onion & Zucchini (vgn),International,Grilled Zucchini & Tomatoes (vgn),International
Snickerdoodle Cookie ,Applesauce Coffee Cake (v),Bakery,Cornbread Muffin (v),Bakery,Blueberry Coffee Cake ,Bakery,Peanut Butter Fudge Cupcake  ,Bakery
Sourdough French Toast ,Whole Wheat French Toast ,The Grill,French Toast w/ Strawberry Sauce ,The Grill,Whole Wheat French Toast (v),The Grill,Sourdough French Toast (v),The Grill
Southwest Quinoa & Black Bean Bake ,Egg & Arugula & Herb Tartine (v),Chef's Choice,Honey Sriracha Glaze Brussel Sprouts ,Chef's Choice,Mediterranean Spiced Rotisserie Chicken,Chef's Choice,Chicken Gyro,Chef's Choice
Spaghetti ,Fettuccine Alfredo (v),The Brick,Chilaquiles (No Egg),The Brick,Rigatoni Mozzarella ,The Brick,Maple Syrup ,The Brick
Spanish Rice ,Black Beans ,Chef's Choice,Sweet Potato Hash ,Chef's Choice,Creamed Spinach ,Chef's Choice,Rice Pilaf ,Chef's Choice
Spicy Black Bean Soup ,Miso Broth Soup with Spinach (vgn),Greens & Grains,Chicken Vegetable Soup,Greens & Grains,Turkey Vegetable Soup,Greens & Grains,Roasted Tomato Soup (v),Greens & Grains
Spicy Kale Caesar ,Granola Black & Blue Parfait (v),Greens & Grains,Peach Yogurt (v),Greens & Grains,Sliced Swiss Cheese ,Greens & Grains,Sliced Jack Cheese (v),Greens & Grains
Spicy Marinara Sauce ,Bolognese Sauce,The Brick,Three Cheese Flatbread ,The Brick,Tomato Basil Flatbread (v),The Brick,Marinara Sauce (vgn),The Brick
Spicy Mustard Sauce ,Classic BBQ Sauce ,The Grill,Fire Roasted Tomato Chipotle Salsa ,The Grill,Chimichurri Sauce ,The Grill,Red Chimichurri Sauce (vgn),The Grill
Spicy Shrimp Sushi Plate w/Brown Rice,Creole Beans and Rice (vgn),International,Vegetable Roll ,International,Vegetable Roll with Brown Rice (vgn),International,Spinach Stir Fried with Garlic (vgn),International
Spicy Tuna Bowl,California Sushi Plate,International,Stir Fried Bok Choy ,International,Chicken Tikka Masala,International,Harissa Lentils w/Pickled Onion (v),International
Spicy Watermelon Salad ,Roasted Vegetable Panini (vgn),Greens & Grains,Baked Potato ,Greens & Grains,Ensalada de Fruta con Tajin (vgn),Greens & Grains,Baked Potato (vgn),Greens & Grains
Spinach and Matzo Lasagna ,Pasta Shells w/Eggplant & Marinara (vgn),Chef's Choice,Baked Pesto Pasta w/Chicken,Chef's Choice,Farfalle Pasta (vgn),Chef's Choice,Lasagna Bolognese,Chef's Choice
Spinach Quiche ,Red Beans and Rice ,Chef's Choice,Fresh Green Beans ,Chef's Choice,Pinto Beans (vgn),Chef's Choice,Fresh Spinach with Garlic ,Chef's Choice
Spinach with Garlic & Ginger ,Sticky Rice (vgn),International,Sauteed Vegetables Rice and Beans ,International,California Club Roll with Brown Rice,International,Grilled Ahi Tuna Bowl with Brown Rice,International
Steak Fries ,Housemade Spicy Ketchup ,The Grill,Crinkle Cut French Fries ,The Grill,Fresh Cauliflower & Carrots ,The Grill,Huevos Rancheros ,The Grill
Steamed Broccoli & Cauliflower ,Stir Fried Bok Choy (vgn),International,Asian Beef Bowl,International,Chicken Chow Mein,International,Spicy Tuna Sushi Plate,International
Steamed Fresh Broccoli ,Grilled Rockfish with Italian Spice,Chef's Choice,Thai & Peanut Coleslaw  ,Chef's Choice,Butternut Squash Risotto ,Chef's Choice,Shredded Cheddar Cheese,Chef's Choice
Steamed White Rice ,Quinoa Salad ,Greens & Grains,Baked Sweet Potato (vgn),Greens & Grains,Basmati Rice (vgn),Greens & Grains,Egg Salad (v),Greens & Grains
Steamed Zucchini & Crookneck Squash,Huevos Rancheros (v),Chef's Choice,Roasted Yam w/Rosemary & Chile ,Chef's Choice,Tangy Apple Cabbage Slaw ,Chef's Choice,Baked Rigatoni (v),Chef's Choice
Sticky Rice ,Rice with Cilantro & Onions ,International,Red Beans and Rice (vgn),International,Roasted Mixed Vegetables ,International,Stir Fried Chinese Greens ,International
Stir Fried Bok Choy ,Spicy Tuna Bowl,International,California Sushi Plate,International,Chicken Tikka Masala,International,Harissa Lentils w/Pickled Onion (v),International
Stir Fried Chinese Greens ,Pilaf Style Rice with Corn,International,Orange Infused Green Beans (vgn),International,Roasted Mixed Vegetables ,International,Spinach with Garlic & Ginger (vgn),International
Strawberry Yogurt ,Fresh Strawberry (vgn),Greens & Grains,Quinoa Breakfast Bowl  ,Greens & Grains,Granola Cantaloupe Parfait ,Greens & Grains,Granola Cantaloupe Parfait (v),Greens & Grains
Sugar Cookies ,Applesauce Coffee Cake (v),Bakery,Pecan Sour Cream Coffee Cake (w/nuts)(v),Bakery,Blueberry Coffee Cake ,Bakery,Peanut Butter Fudge Cupcake  ,Bakery
Sweet and Spicy Tofu ,Bulgur Wheat (vgn),Salad Bar Featured Items,Cabbage Cilantro Slaw ,Salad Bar Featured Items,Sweet and Spicy Tofu (vgn),Salad Bar Featured Items,Bulgur Wheat ,Salad Bar Featured Items
Sweet Potato Hash ,Spanish Rice ,Chef's Choice,Black Beans ,Chef's Choice,Creamed Spinach ,Chef's Choice,Rice Pilaf ,Chef's Choice
Taco Pizza,Quattro Formaggio Pizza on Wheat (v),The Brick,Pepperoni Pizza,The Brick,Chicken Florentine Pizza w/White Sauce,The Brick,Salami Pizza,The Brick
Taco Rajas ,Fish Taco,International,Cuban Sandwich,International,Shredded Beef Enchiladas,International,Thai Chicken Taco,International
Tacos Al Pastor,Chorizo Spiced Potato Quesadilla (v),Chef's Choice,Black Bean & Rice Quesadilla (v),Chef's Choice,Breakfast Quesadilla ,Chef's Choice,Pita Sandwich w/Hummus & Tabouli (v),Chef's Choice
Tamale Pie Vegetarian ,Salmon & Quinoa Cakes w/Salad & Relish,Chef's Choice,Egg Ham & Cheese English Muffin Sandwich,Chef's Choice,Shepherd's Pie,Chef's Choice,Apple Cranberry Pancake Topping ,The Grill
Tangy Apple Cabbage Slaw ,Roasted Yam w/Rosemary & Chile ,Chef's Choice,Baked Rigatoni (v),Chef's Choice,Fried Eggs ,Chef's Choice,Radish and Jalapeno Slaw (vgn),Chef's Choice
Tartar Sauce ,Spicy Mustard Sauce (vgn),The Grill,Red Chimichurri Sauce ,The Grill,Chimichurri Sauce (vgn),The Grill,Classic BBQ Sauce (v),The Grill
Tempura Onion Roll ,Roasted Tomato Salsa ,International,Spicy Scallop Sushi Roll,International,California Roll,International,Salmon Roll,International
Teriyaki Chicken Rice Bowl,Vegetable Roll (vgn),International,Thai Vegetable & Peanut Noodle(w/nut,International,Thai Tofu Curry w/ Vegetables ,International,Salmon Bowl with Brown Rice,International
Thai & Peanut Coleslaw  ,Butternut Squash Risotto ,Chef's Choice,Grilled Rockfish with Italian Spice,Chef's Choice,Steamed Fresh Broccoli ,Chef's Choice,Cucumber Tzatziki (v),Chef's Choice
Thai Tofu Curry w/ Vegetables ,Thai Vegetable & Peanut Noodle(w/nut,International,Vegetable Roll (vgn),International,Teriyaki Chicken Rice Bowl,International,Seasoned Vegetable Medley (vgn),International
Thai Vegetable & Peanut Noodle(w/nut,Thai Tofu Curry w/ Vegetables ,International,Vegetable Roll (vgn),International,Teriyaki Chicken Rice Bowl,International,Seasoned Vegetable Medley (vgn),International
Three Cheese Flatbread ,Bolognese Sauce,The Brick,Spicy Marinara Sauce ,The Brick,Marinara Sauce (vgn),The Brick,Tomato Basil Flatbread (v),The Brick
Three Cheese Pizza on Wheat ,Chicken Pesto Pizza,The Brick,Tomato Basil Pizza on White ,The Brick,Cherry Tomato Goat Cheese Herb Pizza ,The Brick,Tomato Basil Pizza on Wheat (v),The Brick
Three Cheese Pizza on White ,Tomato Basil Pizza on White (v),The Brick,Canadian Bacon and Pineapple Pizza,The Brick,Three Cheese Pizza on White (v),The Brick,Cheeseburger Pizza,The Brick
Tomato Basil & Garlic Sauce ,Chicken Artichoke Pesto Flatbread,The Brick,Tomato Basil Cream Sauce (v),The Brick,Alfredo Sauce ,The Brick,Mustard Chicken Sauce,The Brick
Tomato Basil Pizza on White ,Three Cheese Pizza on Wheat ,The Brick,Tomato Basil Pizza on Wheat (v),The Brick,Chicken Pesto Pizza,The Brick,Garlic Pizza on Wheat (v),The Brick
Tomato Rice Soup ,Greens and Beans Soup (vgn),Chef's Choice,Spicy Navy Bean Soup (vgn),Chef's Choice,Vegetable Minestrone Soup ,Chef's Choice,Beef Stew,Chef's Choice
Tortilla Chips & Salsa ,Creamy Chipotle Salsa (v),Chef's Choice,Black Magic Plum Sauce,Chef's Choice,Salsa (vgn),Chef's Choice,Tortilla Chips & Salsa (vgn),Chef's Choice
Tortilla Soup ,Tortilla Soup (vgn),Greens & Grains,Turkey Rice Soup,Greens & Grains,Minestrone Soup ,Greens & Grains,Sweet Potato Coconut Soup (vgn),Greens & Grains
Turkey Bacon,Bacon,The Grill,Housemade Spicy Ketchup (vgn),The Grill,Sausage Links,The Grill,Grilled Cheese and Tomato on Wheat ,The Grill
Turkey Benedict,Buttered Noodles ,Chef's Choice,Roasted Broccoli ,Chef's Choice,Butternut Squash Hummus (vgn),Chef's Choice,Sauteed Kale Carrot & Snow Peas (vgn),Chef's Choice
Turkey Meatloaf,Buttered Carrots with Thyme ,Chef's Choice,Baked Rigatoni ,Chef's Choice,Chicken White Bean Chili,Chef's Choice,Mojo Roasted Chicken (Pollo Asado),Chef's Choice
Turkey Melt,Couscous w/Butternut Squash ,Chef's Choice,Sauteed Kale (vgn),Chef's Choice,Rotisserie Pork Loin,Chef's Choice,Chili Mango Bok Choy Slaw (vgn),Chef's Choice
Turkey Vegetable Soup,Chicken Vegetable Soup,Greens & Grains,Spicy Black Bean Soup ,Greens & Grains,Miso Broth Soup with Spinach (vgn),Greens & Grains,Roasted Tomato Soup (v),Greens & Grains
Vanilla Yogurt ,Sliced Pepper Jack Cheese ,Greens & Grains,Granola Honeydew Parfait ,Greens & Grains,Granola Parfait ,Greens & Grains,Vanilla Yogurt (v),Greens & Grains
Vegetable & Quinoa Salad ,Roasted Vegetable Panini (vgn),Greens & Grains,Ensalada de Fruta con Tajin (vgn),Greens & Grains,Cherry Tomato White Bean Salad (vgn),Greens & Grains,Kale & Quinoa Salad w/Almonds ,Greens & Grains
Vegetable Beef Soup,Sweet Potato Corn & Chipotle Soup (v),Greens & Grains,Sweet Potato Coconut Soup (vgn),Greens & Grains,Turkey Rice Soup,Greens & Grains,Tortilla Soup (vgn),Greens & Grains
Vegetable Fajita ,Roasted Potato Wedges ,Chef's Choice,Chipotle Roasted Potatoes (vgn),Chef's Choice,Refried Black Beans (vgn),Chef's Choice,Potato Gorda with Black Beans ,Chef's Choice
Vegetable Fried Rice,Seasoned Sweet Potato Halves (vgn),International,Fresh Spinach with Garlic (vgn),International,Vegetable Roll with Brown Rice ,International,Mujaddara Lentils and Rice ,International
Vegetable Medley Stir Fry ,Broccoli Spinach Bok Choy Stir Fry (vgn),International,Teriyaki Broccoli Beef Stir Fry,International,Teriyaki Chicken Stir Fry,International,Broccoli Spinach Bok Choy Stir Fry ,International
Vegetable Minestrone Soup ,Beef Stew,Chef's Choice,Vegetable Soup ,Chef's Choice,Matzo Ball Chicken Soup,Chef's Choice,Spicy Navy Bean Soup (vgn),Chef's Choice
Vegetable Roll ,Creole Beans and Rice (vgn),International,Spicy Shrimp Sushi Plate w/Brown Rice,International,Vegetable Roll with Brown Rice (vgn),International,Spinach Stir Fried with Garlic (vgn),International
Vegetable Roll with Brown Rice ,Mujaddara Lentils and Rice ,International,Pineapple Fried Rice w/Tofu ,International,Vegetable Fried Rice (v),International,Black Beans w/Brown Rice & Cilantro,International
Vegetable Soup ,Vegetable Minestrone Soup ,Chef's Choice,Beef Stew,Chef's Choice,Matzo Ball Chicken Soup,Chef's Choice,Spicy Navy Bean Soup (vgn),Chef's Choice
Vegetable Wrap ,Chicken Chipotle Wrap,Greens & Grains,Vegetarian Taco Salad ,Greens & Grains,Turkey Club Wrap,Greens & Grains,Chinese Chicken Salad Wrap,Greens & Grains
Vegetarian Taco Salad ,Chicken Chipotle Wrap,Greens & Grains,Vegetable Wrap ,Greens & Grains,Turkey Club Wrap,Greens & Grains,Chinese Chicken Salad Wrap,Greens & Grains
Vegetarian Tostada ,Vietnamese Turkey Banh Mi,International,Spicy Scallop Sushi Plate,International,Beef Pad Thai with Peanuts (w/nuts),International,Fried Noodles (v),International
Vindaloo Chicken,Vietnamese Turkey Banh Mi,International,Spicy Scallop Sushi Plate,International,Beef Pad Thai with Peanuts (w/nuts),International,Fried Noodles (v),International
Watermelon ,Sliced Cheddar Cheese (v),Greens & Grains,Sliced Jack Cheese (v),Greens & Grains,Cream of Wheat (v),Greens & Grains,Sliced Swiss Cheese ,Greens & Grains
Watermelon Salad ,Jicama Pico de Gallo Salad (vgn),Greens & Grains,Cornmeal Waffle ,Greens & Grains,Brown Rice (vgn),Greens & Grains,Chicken Caesar Salad,Greens & Grains
Wheat Germ Bread ,Cheese Bread (v),Bakery,Homemade Onion Bread ,Bakery,Zucchini Bread  ,Bakery,Carrot Walnut Bread (w/nuts) (v),Bakery
White Cupcake with Buttercream Icing ,Fluffy Almond Sugar Cookie (w/nuts)(vgn),Bakery,Blueberry Scone (v),Bakery,Blueberry Muffin ,Bakery,Cream Cheese Brownie Pie ,Bakery
Whole Plain Greek Yogurt ,Rainbow Peanut Noodles w/Chicken(w/nuts),Greens & Grains,Sliced Pineapple ,Greens & Grains,Seedless Red Grape ,Greens & Grains,Sliced Ham,Greens & Grains
Whole Wheat Banana Pancake ,Banana Pancakes ,The Grill,Fish Sandwich on Potato Bun,The Grill,Oatmeal Apple Cinnamon Pancake ,The Grill,Buttermilk Pancakes ,The Grill
Whole Wheat Bread Sourdough ,Blueberry Bread ,Bakery,Flour Tortilla ,Bakery,Three Grain Bread (v),Bakery,Pesto Bread (v),Bakery
Whole Wheat French Bread ,Pumpkin Bread  ,Bakery,Irish Soda Bread ,Bakery,Challah Bread (v),Bakery,Carrot Walnut Bread  ,Bakery
Whole Wheat French Toast ,French Toast w/ Strawberry Sauce ,The Grill,Sourdough French Toast ,The Grill,Whole Wheat French Toast (v),The Grill,Sourdough French Toast (v),The Grill
Whole Wheat Penne Pasta ,Corn Pasta Sauce (v),The Brick,Pasta Carbonara,The Brick,Penne Arrabiata with Chicken,The Brick,Corn Pasta Sauce ,The Brick
Wild Rice ,Steamed White Rice (vgn),Greens & Grains,Brown Rice ,Greens & Grains,Long Grain Rice (vgn),Greens & Grains,Wild Rice (vgn),Greens & Grains
Yellow Rice ,Roasted Root Vegetables ,Chef's Choice,Vegetable Fajita (v),Chef's Choice,Oven Browned Potatoes (vgn),Chef's Choice,Black Beans (vgn),Chef's Choice
Zucchini Bread  ,Carrot Walnut Bread (w/nuts) (v),Bakery,Cheese Bread (v),Bakery,Hawaiian Sweet Bread ,Bakery,Wheat Germ Bread ,Bakery
Zucchini Quinoa Green Bean Salad ,Long Grain Rice ,Greens & Grains,Italian Bread Salad (v),Greens & Grains,Basmati Rice (vgn),Greens & Grains,Baked Sweet Potato (vgn),Greens & Grains
